72, 12.28, 22.29
36, 12.28, 22.20
0, 12.29, 22.29
180, 12.29, 22.12
144, 12.29, 22.12
108, 12.28, 22.37
72, 12.28, 22.18
36, 12.31, 22.37
0, 12.31, 22.15
180, 12.30, 22.26
144, 12.30, 22.37
108, 12.30, 22.35
72, 12.30, 22.35